sentence,category
current bill salli 26448,Utilities
misc 8906,Other
lost 19946,Other
පන්ති ගාස්තු salli 15481,Education
car wash 34677,Transport
dansal 14008,Gifts & Charity
hair cut Rs.46508,Personal Care
match ticket salli 16616,Entertainment
9913 ආධාර,Gifts & Charity
12909 investment,Finance
20528 keells,Shopping
dansal 35285,Gifts & Charity
doctor Rs.14967,Health
credit card Rs.45370,Finance
fitness 28448,Health
48117 game,Entertainment
32575 hutch,Utilities
බර්ත්ඩේ salli 47560,Gifts & Charity
transport cost 34308,Transport
rice and curry Rs.48005,Food
6629 ඩොක්ටර්ට,Health
spent 36154,Other
mobitel 48092,Utilities
බිල් එකට Rs.25266,Utilities
විනෝදෙට 9931,Entertainment
beauty Rs.469,Personal Care
fare 6536,Transport
internet Rs.9497,Utilities
hair color Rs.15395,Personal Care
channeling salli 16639,Health
අතමාරු ගත්තා 26873,Finance
dental Rs.44139,Health
game Rs.43497,Entertainment
බර්ත්ඩේ Rs.12936,Gifts & Charity
33097 pharmacy,Health
trimming Rs.42620,Personal Care
party 35217,Entertainment
වතුර බිල salli 9939,Utilities
leasing 15404,Finance
season 46933,Transport
alms 10515,Gifts & Charity
physio 18991,Health
investment Rs.15733,Finance
hair color salli 12854,Personal Care
16980 operation,Health
බර්ත්ඩේ 7888,Gifts & Charity
gaming salli 2227,Entertainment
pharmacy salli 28972,Health
46188 unknown,Other
gas Rs.6733,Utilities
26628 තෑගි,Gifts & Charity
liquor salli 17545,Entertainment
ලයිට් බිල 39112,Utilities
charity 47138,Gifts & Charity
panadol Rs.23750,Health
lab Rs.10000,Health
7211 spent,Other
finance 46285,Finance
concert salli 22820,Entertainment
religious salli 32918,Gifts & Charity
බස් එකට 20456,Transport
16656 eye check,Health
misc 16053,Other
garbage fee salli 34998,Utilities
hair color 47413,Personal Care
කොණ්ඩය කැපුවා Rs.46839,Personal Care
recharge Rs.19225,Utilities
අතමාරුව Rs.37370,Finance
beach Rs.36757,Entertainment
charity salli 2424,Gifts & Charity
බිල් එකට Rs.31308,Utilities
workshop salli 30619,Education
13846 රීලෝඩ්,Utilities
15007 ලෝන් එකට,Finance
class fee 28383,Education
club salli 7527,Entertainment
wedding 36428,Gifts & Charity
health insurance Rs.22846,Health
10999 salon,Personal Care
library Rs.38124,Education
25435 පොත් වලට,Education
wade Rs.10773,Food
33096 චැනලින්,Health
gift salli 25807,Gifts & Charity
කෑම salli 6939,Food
home rent Rs.34321,Utilities
movie salli 16071,Entertainment
මුදල් 28891,Other
clothes salli 15141,Shopping
25643 restaurant,Food
stock Rs.34897,Finance
8512 salon,Personal Care
interest salli 8994,Finance
24302 pizza,Food
lab 41334,Health
සෙල්ලම් කරන්න Rs.33909,Entertainment
41064 මුදල්,Other
clothes Rs.49805,Shopping
shaving Rs.18315,Personal Care
leasing salli 7972,Finance
broadband Rs.3673,Utilities
41678 reload,Utilities
reload Rs.10091,Utilities
8890 වෙනත්,Other
ජිම් එකට 2954,Personal Care
milk powder salli 49554,Shopping
wifi 17786,Utilities
ජිම් එකට Rs.34786,Personal Care
18424 ඉන්ෂුවරන්ස්,Finance
pen and paper Rs.28003,Education
pickme 25051,Transport
birthday Rs.44070,Gifts & Charity
pants Rs.38904,Shopping
arpico Rs.7599,Shopping
අතමාරුව salli 29922,Finance
කෝච්චියට 3481,Transport
snacks salli 46101,Food
misc 24888,Other
street food 5597,Food
game Rs.25527,Entertainment
hospital salli 6444,Health
44587 coffee,Food
adventure 21144,Entertainment
water bill salli 5013,Utilities
body lotion 21831,Personal Care
gift Rs.14727,Gifts & Charity
lost Rs.49035,Other
ticket Rs.48092,Transport
payment salli 44813,Finance
ඇඳුම් ගත්තා 25746,Shopping
4078 milk powder,Shopping
කෝච්චියට 23716,Transport
outing 26509,Entertainment
45517 වතුර බිල,Utilities
විභාග ගාස්තු 11149,Education
gaming Rs.31474,Entertainment
pocket money salli 49895,Other
loan Rs.16273,Finance
cinema Rs.43256,Entertainment
burger salli 38278,Food
ඩිසල් salli 10783,Transport
tshirt salli 31502,Shopping
ඩිසල් 14689,Transport
don't know Rs.32161,Other
ලයිට් බිල salli 12562,Utilities
33831 trimming,Personal Care
daraz salli 16580,Shopping
doctor Rs.26845,Health
lost salli 16753,Other
dental salli 4164,Health
online course salli 1590,Education
pants Rs.20360,Shopping
netflix Rs.48313,Entertainment
doctor 5712,Health
season salli 2237,Transport
degree 22515,Education
payment Rs.20906,Finance
hospital 5230,Health
36473 කෑම,Food
38020 hair cut,Personal Care
makeup Rs.34823,Personal Care
මුදල් 26810,Other
netflix 25632,Entertainment
49547 water bill,Utilities
shoes salli 23444,Shopping
bike service salli 2160,Transport
pocket money 24500,Other
auto 28626,Transport
ෆාමසි 3529,Health
general Rs.14611,Other
hutch salli 48903,Utilities
13810 charity,Gifts & Charity
kewa Rs.13837,Food
threewheel 31534,Transport
34869 tire change,Transport
exam fee 2836,Education
poth Rs.44834,Education
43601 pizza,Food
bike service 17070,Transport
ලෝන් එකට 1426,Finance
පින් වලට Rs.33485,Gifts & Charity
17506 postpaid,Utilities
hospital 47639,Health
18224 වතුර බිල,Utilities
9539 reload,Utilities
කෝස් එකට Rs.2377,Education
බෙහෙත් වලට Rs.13283,Health
16080 අතමාරු ගත්තා,Finance
don't know 44292,Other
offer salli 21056,Gifts & Charity
12526 trip,Entertainment
31849 perfume,Personal Care
17042 අතමාරුව,Finance
පොත් වලට 2598,Education
leasing Rs.17525,Finance
pharmacy Rs.19864,Health
ජිම් එකට salli 10505,Personal Care
dentist Rs.20585,Health
internet Rs.43746,Utilities
49869 water bill,Utilities
gym 27142,Personal Care
cash Rs.44641,Other
alms Rs.8016,Gifts & Charity
offer salli 312,Gifts & Charity
concert Rs.13108,Entertainment
degree Rs.45275,Education
general salli 43204,Other
34777 සැලෝන් එකට,Personal Care
කඩෙන් කෑවා 31170,Food
වෙනත් salli 6621,Other
pickme salli 27233,Transport
අතින් ගියා 38462,Other
leasing Rs.21175,Finance
39099 interest,Finance
35220 sugar,Shopping
31597 adventure,Entertainment
ඉන්ෂුවරන්ස් salli 3862,Finance
19776 class fee,Education
13237 helping,Gifts & Charity
fiber 28006,Utilities
3256 auto,Transport
mobitel Rs.27295,Utilities
present salli 9576,Gifts & Charity
car wash 42937,Transport
outing salli 29418,Entertainment
41976 බිල් එකට,Utilities
keells 1357,Shopping
1452 wifi,Utilities
පින් වලට salli 34408,Gifts & Charity
shampoo Rs.28535,Shopping
beauty salli 32547,Personal Care
14688 ෆාමසි,Health
highway toll 48672,Transport
prepaid 20785,Utilities
spotify salli 14058,Entertainment
slt bill salli 43274,Utilities
සෙල්ලම් කරන්න salli 29282,Entertainment
21341 beauty,Personal Care
45826 taxi,Transport
8070 birthday,Gifts & Charity
bank fee Rs.10118,Finance
22025 birthday,Gifts & Charity
7824 hospital,Health
22417 ඩිසල්,Transport
මුදල් Rs.21453,Other
university 32216,Education
beer salli 2794,Entertainment
තේ බොන්න salli 24258,Food
තෙල් 47989,Transport
කොණ්ඩය කැපුවා Rs.21863,Personal Care
sugar Rs.40675,Shopping
helping salli 6770,Gifts & Charity
12577 other,Other
කොණ්ඩය කැපුවා Rs.29128,Personal Care
soap Rs.24918,Personal Care
30255 tire change,Transport
broadband Rs.16681,Utilities
pen and paper 21407,Education
soap salli 27460,Shopping
rice bag 30150,Shopping
bakery salli 16017,Food
offer Rs.32493,Gifts & Charity
match ticket salli 11532,Entertainment
spa Rs.9457,Personal Care
medicine Rs.26782,Health
home rent 24418,Utilities
soap Rs.48787,Personal Care
40493 hair color,Personal Care
bank fee Rs.10234,Finance
game 22809,Entertainment
49482 club,Entertainment
තෑගි 29998,Gifts & Charity
medical test Rs.13474,Health
31235 general,Other
4483 parking,Transport
23632 present,Gifts & Charity
දවල් කෑමට salli 30946,Food
snacks 42258,Food
unknown salli 49883,Other
uber 23634,Transport
කොණ්ඩය කැපුවා salli 26127,Personal Care
40381 pants,Shopping
ticket Rs.20065,Transport
19148 misc,Other
652 udemy,Education
car wash Rs.46302,Transport
kottu salli 29008,Food
16270 lab,Health
other salli 31532,Other
other salli 9858,Other
postpaid 33448,Utilities
6800 coffee,Food
48985 නිකම්ම,Other
23338 රීලෝඩ්,Utilities
ayurvedic Rs.44754,Health
party salli 43057,Entertainment
car wash salli 521,Transport
watch Rs.42770,Shopping
medicine salli 28727,Health
දානය salli 9631,Gifts & Charity
pharmacy salli 37100,Health
bag salli 1788,Shopping
lost Rs.18196,Other
broadband salli 6294,Utilities
ආධාර salli 247,Gifts & Charity
26567 තෑගි,Gifts & Charity
tuk 42594,Transport
season salli 8938,Transport
18367 season,Transport
payment salli 44242,Finance
medicine Rs.1048,Health
kitchen items 11090,Shopping
general Rs.43667,Other
match ticket salli 20768,Entertainment
8302 fish,Shopping
drink salli 9495,Food
lab salli 25232,Health
31998 trip,Entertainment
1713 ayurvedic,Health
tea Rs.27470,Food
කොණ්ඩය කැපුවා Rs.27073,Personal Care
wedding salli 1022,Gifts & Charity
බෙහෙත් වලට 24745,Health
2181 broadband,Utilities
cash salli 7972,Other
කොණ්ඩය කැපුවා salli 23000,Personal Care
bike service salli 17771,Transport
tea 9843,Food
reload salli 20859,Utilities
internet 13405,Utilities
uber Rs.4763,Transport
beach salli 11096,Entertainment
pants salli 35787,Shopping
university salli 31159,Education
gaming 25518,Entertainment
arpico 12613,Shopping
other Rs.32611,Other
pocket money salli 22673,Other
sugar Rs.19451,Shopping
ayurvedic salli 41636,Health
don't know salli 44628,Other
watch 39615,Shopping
bag salli 29642,Shopping
game 14439,Entertainment
bank fee salli 40751,Finance
අතමාරු ගත්තා salli 4508,Finance
2017 degree,Education
hutch Rs.21546,Utilities
34168 tax,Finance
class fee 48003,Education
පන්ති ගාස්තු Rs.29664,Education
car wash salli 34013,Transport
meat salli 3551,Shopping
6499 ඩිසල්,Transport
highway toll 19220,Transport
tuk 25411,Transport
garbage fee Rs.12389,Utilities
panadol salli 39739,Health
dansal salli 25233,Gifts & Charity
ෆාමසි Rs.37651,Health
43561 sugar,Shopping
uber Rs.41980,Transport
44973 vacation,Entertainment
shoppin Rs.23620,Shopping
gym Rs.2705,Personal Care
bakery salli 8712,Food
water bill salli 48038,Utilities
eye check 33164,Health
pocket money Rs.29881,Other
pen and paper salli 27,Education
gaming Rs.35368,Entertainment
online course Rs.22883,Education
medicine Rs.49828,Health
data Rs.22385,Utilities
daraz salli 2128,Shopping
spent Rs.29387,Other
hair color salli 40237,Personal Care
22607 පෑන් පැන්සල්,Education
online course salli 20770,Education
book 69,Education
internet Rs.36753,Utilities
බර්ත්ඩේ Rs.33134,Gifts & Charity
දානය 24695,Gifts & Charity
panthi 27840,Education
24758 religious,Gifts & Charity
නයි පියවන්න salli 20481,Finance
සපත්තු salli 41536,Shopping
කෝච්චියට Rs.491,Transport
23029 stock,Finance
furniture 45109,Shopping
tax salli 11565,Finance
hotel bill salli 32669,Food
කෝස් එකට salli 27953,Education
පොත් වලට salli 18442,Education
exam fee 29215,Education
ත්‍රීවීල් salli 8109,Transport
rice bag Rs.21602,Shopping
birthday Rs.11127,Gifts & Charity
tuk Rs.2326,Transport
18190 meat,Shopping
9260 tax,Finance
alms Rs.47716,Gifts & Charity
clothes Rs.21816,Shopping
helping Rs.38933,Gifts & Charity
trimming 6529,Personal Care
threewheel Rs.33441,Transport
4750 පොත් වලට,Education
vegetables salli 42288,Shopping
uber 10385,Transport
30172 vegetables,Shopping
recharge Rs.29413,Utilities
crypto 36030,Finance
33064 internet,Utilities
30961 beheth,Health
netflix 22283,Entertainment
fare 40331,Transport
kewa salli 15318,Food
hoppers salli 22752,Food
slt bill 36629,Utilities
40492 slt bill,Utilities
25102 facewash,Personal Care
electricity salli 21619,Utilities
workshop Rs.14093,Education
tea salli 41355,Food
pickme Rs.4612,Transport
misc salli 22705,Other
5944 short eats,Food
දානය Rs.44911,Gifts & Charity
spent 1642,Other
19614 ubereats,Food
pen and paper Rs.42171,Education
threewheel Rs.47662,Transport
ජිම් එකට salli 31091,Personal Care
shoppin Rs.24006,Shopping
ණය salli 30856,Finance
petrol Rs.14877,Transport
spent Rs.34920,Other
alms 21575,Gifts & Charity
data 2767,Utilities
breakfast Rs.25315,Food
beheth Rs.20432,Health
33811 alms,Gifts & Charity
season salli 36662,Transport
leasing 4516,Finance
data Rs.13325,Utilities
book salli 4579,Education
soap 9163,Personal Care
කෝස් එකට 42198,Education
ඩොක්ටර්ට 3539,Health
අතමාරුව salli 39313,Finance
ෆිල්ම් Rs.20771,Entertainment
පොත් වලට salli 17334,Education
43712 dansal,Gifts & Charity
gym 23944,Personal Care
6141 රීලෝඩ්,Utilities
බඩු ගත්තා Rs.22000,Shopping
grocery 28382,Shopping
31583 interest,Finance
beach salli 49814,Entertainment
27538 විනෝදෙට,Entertainment
clinic 24041,Health
12995 විභාග ගාස්තු,Education
don't know salli 42065,Other
අතමාරුව 24613,Finance
barber salli 44586,Personal Care
general Rs.33694,Other
unknown salli 13935,Other
ආධාර Rs.37955,Gifts & Charity
18822 විභාග ගාස්තු,Education
තේ බොන්න 38744,Food
reload salli 4090,Utilities
show Rs.48796,Entertainment
beach Rs.43358,Entertainment
27268 general,Other
don't know Rs.18430,Other
තෑගි 21336,Gifts & Charity
taxi salli 22197,Transport
religious 28684,Gifts & Charity
crypto 3804,Finance
class fee Rs.17787,Education
11989 පෑන් පැන්සල්,Education
34225 ත්‍රීවීල්,Transport
26361 ඩොක්ටර්ට,Health
investment salli 13571,Finance
cool drink Rs.45802,Food
29763 alms,Gifts & Charity
11473 other,Other
cinema Rs.33981,Entertainment
42736 salon,Personal Care
gas salli 31321,Utilities
slt bill salli 20841,Utilities
37178 මේකප්,Personal Care
hutch Rs.17365,Utilities
university 48493,Education
ගෑස් salli 47178,Utilities
gas salli 47157,Utilities
poth Rs.29607,Education
rice Rs.12235,Food
shampoo salli 38413,Shopping
පෑන් පැන්සල් Rs.35990,Education
වෙනත් Rs.19877,Other
බස් එකට 39673,Transport
28096 offer,Gifts & Charity
9992 rice bag,Shopping
7200 dental,Health
unknown 22598,Other
investment Rs.40473,Finance
බර්ත්ඩේ Rs.48490,Gifts & Charity
bike service salli 27660,Transport
medicine Rs.49667,Health
මුදල් 16503,Other
gym 49379,Personal Care
physio Rs.47183,Health
පන්ති ගාස්තු 16008,Education
office go Rs.19115,Transport
9724 adventure,Entertainment
